Row Type,CTID,CTDL Type,CTDL Type Label,Name,Description,Life Cycle Status Type,Finder ID,Identifier,Last Updated,Owned By/Offered By,Subject Webpage,Start Date,End Date,Transfer Value Credit,Transfer Value Credit Level(s),Transfer Value Credit Unit(s),Transfer Value Credit Subject(s),Transfer Value From - Finder URL,Transfer Value From Resource - Type,Transfer Value From Resource - Name,Transfer Value From Resource - Description,Transfer Value From Resource - Provider - Name,Transfer Value From Resource - Provider - Finder URL,Transfer Value For Resource - Type,Transfer Value For Resource - Name,Transfer Value For Resource - Description,Transfer Value For Resource - Provider - Name,Finder Detail Page,Registry URI
Resource,ce-1d550a1b-a14e-4af4-9c7b-5b866ca088bb,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University Bloomington's MATH-M 119: Brief Survey of Calculus - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,19772,"Core Transfer Library (CTL) Course Name: Calculus, Brief 1 | Indiana Core Transfer Library Category: Math","Oct 24, 2024 8:08 PM",Indiana University Bloomington,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-1d550a1b-a14e-4af4-9c7b-5b866ca088bb,2024-10-24,,3,Post-Secondary Level,Semester Hour,MATH-M 119,"https://credentialfinder.org/LearningOpportunity/270207/Calculus,_Brief_1",Course,"Calculus, Brief 1","The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,"https://credentialfinder.org/LearningOpportunity/270207/Calculus,_Brief_1",Course,Indiana University Bloomington's Brief Survey of Calculus,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/19772,https://credentialengineregistry.org/resources/ce-1d550a1b-a14e-4af4-9c7b-5b866ca088bb
Resource,ce-e1d2f302-5d2c-a269-4158-e0e535e6982c,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University Northwest's MUS-M 174: Music for the Listener - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,18795,Core Transfer Library (CTL) Course Name: Music Appreciation | Indiana Core Transfer Library Category: Humanities/Fine Arts,"Oct 24, 2024 7:55 PM",Indiana University Northwest,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-e1d2f302-5d2c-a269-4158-e0e535e6982c,2024-10-24,,3,Post-Secondary Level,Semester Hour,MUS-M 174,https://credentialfinder.org/LearningOpportunity/270198/Music_Appreciation,Course,Music Appreciation,"The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,https://credentialfinder.org/LearningOpportunity/270198/Music_Appreciation,Course,Indiana University Northwest's Music for the Listener,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/18795,https://credentialengineregistry.org/resources/ce-e1d2f302-5d2c-a269-4158-e0e535e6982c
Resource,ce-fd8bbabe-c9f9-cc34-bcf5-0c56c987a6d3,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University Southeast's MUS-M 174: Music for the Listener - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,19461,Core Transfer Library (CTL) Course Name: Music Appreciation | Indiana Core Transfer Library Category: Humanities/Fine Arts,"Oct 24, 2024 8:57 PM",Indiana University Southeast,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-fd8bbabe-c9f9-cc34-bcf5-0c56c987a6d3,2024-10-24,,3,Post-Secondary Level,Semester Hour,MUS-M 174,https://credentialfinder.org/LearningOpportunity/270198/Music_Appreciation,Course,Music Appreciation,"The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,https://credentialfinder.org/LearningOpportunity/270198/Music_Appreciation,Course,Indiana University Southeast's Music for the Listener,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/19461,https://credentialengineregistry.org/resources/ce-fd8bbabe-c9f9-cc34-bcf5-0c56c987a6d3
Resource,ce-ac010715-2d74-6a90-62a9-31d7bcd8e812,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University South Bend's MATH-M 125: Pre-Calculus Mathematics - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,18893,"Core Transfer Library (CTL) Course Name: Algebra, College | Indiana Core Transfer Library Category: Math","Oct 24, 2024 8:01 PM",Indiana University South Bend,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-ac010715-2d74-6a90-62a9-31d7bcd8e812,2024-10-24,,3,Post-Secondary Level,Semester Hour,MATH-M 125,"https://credentialfinder.org/LearningOpportunity/270210/Algebra,_College",Course,"Algebra, College","The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,"https://credentialfinder.org/LearningOpportunity/270210/Algebra,_College",Course,Indiana University South Bend's Pre-Calculus Mathematics,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/18893,https://credentialengineregistry.org/resources/ce-ac010715-2d74-6a90-62a9-31d7bcd8e812
Resource,ce-2726cb5c-1458-5f3e-4fd9-75e154f8411c,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University Kokomo's MUS-M 174: Music for the Listener - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,18726,Core Transfer Library (CTL) Course Name: Music Appreciation | Indiana Core Transfer Library Category: Humanities/Fine Arts,"Oct 24, 2024 7:50 PM",Indiana University Kokomo,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-2726cb5c-1458-5f3e-4fd9-75e154f8411c,2024-10-24,,3,Post-Secondary Level,Semester Hour,MUS-M 174,https://credentialfinder.org/LearningOpportunity/270198/Music_Appreciation,Course,Music Appreciation,"The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,https://credentialfinder.org/LearningOpportunity/270198/Music_Appreciation,Course,Indiana University Kokomo's Music for the Listener,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/18726,https://credentialengineregistry.org/resources/ce-2726cb5c-1458-5f3e-4fd9-75e154f8411c
Resource,ce-88f858ae-fe77-2c8e-4e66-955044ce83b9,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University Bloomington's MATH-M 120: Brief Survey of Calculus II - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,18944,"Core Transfer Library (CTL) Course Name: Calculus, Brief 2 | Indiana Core Transfer Library Category: Math","Oct 24, 2024 8:07 PM",Indiana University Bloomington,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-88f858ae-fe77-2c8e-4e66-955044ce83b9,2024-10-24,,3,Post-Secondary Level,Semester Hour,MATH-M 120,"https://credentialfinder.org/LearningOpportunity/270189/Calculus,_Brief_2",Course,"Calculus, Brief 2","The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,"https://credentialfinder.org/LearningOpportunity/270189/Calculus,_Brief_2",Course,Indiana University Bloomington's Brief Survey of Calculus II,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/18944,https://credentialengineregistry.org/resources/ce-88f858ae-fe77-2c8e-4e66-955044ce83b9
Resource,ce-193616f1-91f8-b990-33ef-33c1107a7b32,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University Northwest's MATH-M 119: Brief Survey of Calculus I - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,18822,"Core Transfer Library (CTL) Course Name: Calculus, Brief 1 | Indiana Core Transfer Library Category: Math","Oct 24, 2024 7:55 PM",Indiana University Northwest,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-193616f1-91f8-b990-33ef-33c1107a7b32,2024-10-24,,3,Post-Secondary Level,Semester Hour,MATH-M 119,"https://credentialfinder.org/LearningOpportunity/270207/Calculus,_Brief_1",Course,"Calculus, Brief 1","The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,"https://credentialfinder.org/LearningOpportunity/270207/Calculus,_Brief_1",Course,Indiana University Northwest's Brief Survey of Calculus I,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/18822,https://credentialengineregistry.org/resources/ce-193616f1-91f8-b990-33ef-33c1107a7b32
Resource,ce-3b160d59-3534-f226-a1d7-6168135e3113,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University Southeast's MATH-M 119: Brief Survey of Calculus I - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,19490,"Core Transfer Library (CTL) Course Name: Calculus, Brief 1 | Indiana Core Transfer Library Category: Math","Oct 24, 2024 8:58 PM",Indiana University Southeast,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-3b160d59-3534-f226-a1d7-6168135e3113,2024-10-24,,3,Post-Secondary Level,Semester Hour,MATH-M 119,"https://credentialfinder.org/LearningOpportunity/270207/Calculus,_Brief_1",Course,"Calculus, Brief 1","The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,"https://credentialfinder.org/LearningOpportunity/270207/Calculus,_Brief_1",Course,Indiana University Southeast's Brief Survey of Calculus I,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/19490,https://credentialengineregistry.org/resources/ce-3b160d59-3534-f226-a1d7-6168135e3113
Resource,ce-25850d71-7389-6e73-ff31-91d3007722d1,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University Southeast's MATH-M 120: Brief Survey of Calculus II - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,19489,"Core Transfer Library (CTL) Course Name: Calculus, Brief 2 | Indiana Core Transfer Library Category: Math","Oct 24, 2024 8:58 PM",Indiana University Southeast,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-25850d71-7389-6e73-ff31-91d3007722d1,2024-10-24,,3,Post-Secondary Level,Semester Hour,MATH-M 120,"https://credentialfinder.org/LearningOpportunity/270189/Calculus,_Brief_2",Course,"Calculus, Brief 2","The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,"https://credentialfinder.org/LearningOpportunity/270189/Calculus,_Brief_2",Course,Indiana University Southeast's Brief Survey of Calculus II,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/19489,https://credentialengineregistry.org/resources/ce-25850d71-7389-6e73-ff31-91d3007722d1
Resource,ce-a81455ba-de28-e6f9-b29f-6e4fd2141870,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University Southeast's MATH-M 216: Analytic Geometry and Calculus II - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,19509,Core Transfer Library (CTL) Course Name: Calculus 2 | Indiana Core Transfer Library Category: Math,"Oct 24, 2024 8:57 PM",Indiana University Southeast,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-a81455ba-de28-e6f9-b29f-6e4fd2141870,2024-10-24,,5,Post-Secondary Level,Semester Hour,MATH-M 216,https://credentialfinder.org/LearningOpportunity/270183/Calculus_2,Course,Calculus 2,"The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,https://credentialfinder.org/LearningOpportunity/270183/Calculus_2,Course,Indiana University Southeast's Analytic Geometry and Calculus II,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/19509,https://credentialengineregistry.org/resources/ce-a81455ba-de28-e6f9-b29f-6e4fd2141870
Resource,ce-a186d73f-3d32-b4b9-e872-4d5eb2b8cec1,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University Kokomo's MATH-M 119: Brief Survey of Calculus I - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,18761,"Core Transfer Library (CTL) Course Name: Calculus, Brief 1 | Indiana Core Transfer Library Category: Math","Oct 24, 2024 7:50 PM",Indiana University Kokomo,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-a186d73f-3d32-b4b9-e872-4d5eb2b8cec1,2024-10-24,,3,Post-Secondary Level,Semester Hour,MATH-M 119,"https://credentialfinder.org/LearningOpportunity/270207/Calculus,_Brief_1",Course,"Calculus, Brief 1","The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,"https://credentialfinder.org/LearningOpportunity/270207/Calculus,_Brief_1",Course,Indiana University Kokomo's Brief Survey of Calculus I,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/18761,https://credentialengineregistry.org/resources/ce-a186d73f-3d32-b4b9-e872-4d5eb2b8cec1
Resource,ce-81306d49-4bbe-d6fb-fc4c-4408b0c30a7e,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University Kokomo's MATH-M 120: Brief Survey of Calculus II - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,18760,"Core Transfer Library (CTL) Course Name: Calculus, Brief 2 | Indiana Core Transfer Library Category: Math","Oct 24, 2024 7:50 PM",Indiana University Kokomo,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-81306d49-4bbe-d6fb-fc4c-4408b0c30a7e,2024-10-24,,3,Post-Secondary Level,Semester Hour,MATH-M 120,"https://credentialfinder.org/LearningOpportunity/270189/Calculus,_Brief_2",Course,"Calculus, Brief 2","The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,"https://credentialfinder.org/LearningOpportunity/270189/Calculus,_Brief_2",Course,Indiana University Kokomo's Brief Survey of Calculus II,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/18760,https://credentialengineregistry.org/resources/ce-81306d49-4bbe-d6fb-fc4c-4408b0c30a7e
Resource,ce-f3ff5552-c568-9ea0-f3dd-27e4e195a985,ceterms:TransferValueProfile,Transfer Value Profile,Indiana University South Bend's MATH-M 119: Brief Survey of Calculus I - Indiana Core Transfer Library (CTL) Transfer Value Profile,"Using Indiana's Core Transfer Library (CTL) makes it easy to find out. The CTL is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Active,18882,"Core Transfer Library (CTL) Course Name: Calculus, Brief 1 | Indiana Core Transfer Library Category: Math","Oct 24, 2024 8:01 PM",Indiana University South Bend,https://transferin.net/transfer-resources/transfer-databases/core-transfer-library/#ce-f3ff5552-c568-9ea0-f3dd-27e4e195a985,2024-10-24,,3,Post-Secondary Level,Semester Hour,MATH-M 119,"https://credentialfinder.org/LearningOpportunity/270207/Calculus,_Brief_1",Course,"Calculus, Brief 1","The Core Transfer Library (CTL) is a comprehensive, continually updated list of courses that are pre-approved for transfer between all Indiana public college and university campuses and five independent colleges and universities (assuming adequate grades were earned).",Indiana Commission for Higher Education,"https://credentialfinder.org/LearningOpportunity/270207/Calculus,_Brief_1",Course,Indiana University South Bend's Brief Survey of Calculus I,No Description,Unknown Provider,https://credentialfinder.org/TransferValueProfile/18882,https://credentialengineregistry.org/resources/ce-f3ff5552-c568-9ea0-f3dd-27e4e195a985
